Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Nitara Ganesh,"Holambi, Delhi - 110091",Sofa,Black,Glass,Sofa,8,28,32119,1193,15,4501,28315.2,2024-04-03,2024,4,3
Mekhala Varma,"Pitampura, Delhi - 110033",Chair,Grey,Wood,Chair,2,22,38805,1367,10,9324,36154.8,2020-08-10,2020,8,10
Vanya Comar,"Alipur, Delhi - 110017",Sofa,Blue,Metal,Sofa,1,14,48145,3397,15,4660,43810.7,2020-10-23,2020,10,23
Vasudha Saini,"Narela, Delhi - 110033",Cooler,Grey,Plastic,Cooler,8,12,46645,4539,20,3787,40947.2,2020-11-15,2020,11,15
Urvi Ramanathan,"Lajpat Nagar, Delhi - 110025",Mattress,Green,Wood,Mattress,9,27,5933,3093,20,9923,7220.8,2020-08-28,2020,8,28
Chakradev Venkataraman,"Shalimar Bagh, Delhi - 110061",Chair,Yellow,Iron,Chair,7,13,40223,4471,20,3102,35755.2,2023-05-24,2023,5,24
Dhriti Borde,"Shalimar Bagh, Delhi - 110092",Mattress,Red,Board,Mattress,2,5,35808,3248,10,655,35150.4,2024-09-09,2024,9,9
Akshay Salvi,"Rohini, Delhi - 110062",Sofa,Grey,Wood,Sofa,6,13,23630,2031,10,6085,23094.9,2024-02-08,2024,2,8
Ayaan Chawla,"Pranshant Vihar, Delhi - 110030",Cupboard,Black,Metal,Cupboard,10,20,44330,1724,15,9782,39145.9,2022-11-05,2022,11,5
Chandani Naidu,"Pitampura, Delhi - 110074",Dressing Table,Green,Metal,Dressing Table,10,11,12838,3539,20,6871,13101.6,2022-05-08,2022,5,8
Ekiya Nagi,"Alipur, Delhi - 110087",Cooler,White,Iron,Cooler,6,20,31543,3951,15,1832,30169.9,2022-01-20,2022,1,20
Janani Ramachandran,"Lajpat Nagar, Delhi - 110046",Sofa,White,Metal,Sofa,1,14,47234,1806,5,8210,46588.0,2023-04-04,2023,4,4
Jagdish Hegde,"Karol Bagh, Delhi - 110073",Bed - Double Bed,White,Metal,Bed,2,19,15780,1721,15,9414,14875.85,2022-10-15,2022,10,15
Ekansh Shukla,"Holambi, Delhi - 110007",Bed - Single Bed,Grey,Metal,Bed,1,7,14133,2733,5,6647,16022.7,2020-11-24,2020,11,24
Ekansh Jani,"Pranshant Vihar, Delhi - 110073",Bed - Double Bed,Red,Iron,Bed,2,20,8137,3876,15,4346,10211.05,2021-03-06,2021,3,6
Neha Buch,"Holambi, Delhi - 110059",Cooler,White,Wood,Cooler,9,28,8989,4903,10,2887,12502.8,2022-12-15,2022,12,15
Urishilla Tara,"Singhu Border, Delhi - 110032",Cupboard,Yellow,Wood,Cupboard,5,14,26018,737,15,968,22741.75,2024-02-24,2024,2,24
Geetika Buch,"Pitampura, Delhi - 110053",Dressing Table,Red,Iron,Dressing Table,3,13,38543,1259,20,8419,31841.6,2024-12-16,2024,12,16
Unni Bains,"Narela, Delhi - 110075",Dressing Table,Brown,Iron,Dressing Table,6,23,12275,4937,5,1058,16351.4,2020-04-02,2020,4,2
Yahvi Dora,"Saket, Delhi - 110032",Cupboard,Red,Iron,Cupboard,7,16,31203,3623,20,6438,27860.8,2020-10-12,2020,10,12
Avni Sehgal,"Rohini, Delhi - 110039",Bed - Double Bed,Yellow,Iron,Bed,7,15,36360,2631,20,7226,31192.8,2020-04-02,2020,4,2
Ganga Dugar,"Saket, Delhi - 110076",Mattress,Black,Board,Mattress,3,21,5355,953,15,4142,5361.8,2023-05-04,2023,5,4
Charan Brar,"Pitampura, Delhi - 110099",Sofa,Grey,Board,Sofa,6,24,18318,2338,15,2585,17557.6,2024-11-06,2024,11,6
Yochana Lalla,"Alipur, Delhi - 110044",Bed - Single Bed,Brown,Glass,Bed,2,9,36662,1492,20,8626,30523.2,2023-09-23,2023,9,23
Ishanvi Ramanathan,"Holambi, Delhi - 110072",Dressing Table,Yellow,Plastic,Dressing Table,2,5,13563,4032,15,1079,14955.75,2024-08-26,2024,8,26
Daksha Dasgupta,"Alipur, Delhi - 110041",Dressing Table,Brown,Iron,Dressing Table,8,22,18855,4639,15,2937,19969.9,2022-04-09,2022,4,9
Rehaan Krishna,"Pranshant Vihar, Delhi - 110050",Bed - Single Bed,Red,Glass,Bed,7,12,41695,1064,10,5089,38483.1,2022-03-09,2022,3,9
Harsh Kade,"Holambi, Delhi - 110022",Mandir,Brown,Iron,Mandir,10,16,22320,4590,15,6217,22873.5,2022-02-12,2022,2,12
Garima Lad,"Alipur, Delhi - 110071",Sofa,Brown,Iron,Sofa,3,15,26160,1159,5,5216,25953.05,2022-02-23,2022,2,23
Mahika Kaul,"Janakpuri, Delhi - 110040",Sofa,Yellow,Board,Sofa,7,9,23708,2097,15,7073,21934.25,2023-04-03,2023,4,3
Idika Singhal,"Shalimar Bagh, Delhi - 110020",Mandir,Grey,Iron,Mandir,8,10,5805,4079,15,9679,8401.4,2022-12-01,2022,12,1
Ansh Master,"Singhu Border, Delhi - 110057",Chair,White,Plastic,Chair,3,8,5305,1041,5,9405,6028.7,2024-10-22,2024,10,22
Indrajit Taneja,"Holambi, Delhi - 110031",Dressing Table,Black,Wood,Dressing Table,5,25,7823,1802,15,8146,8181.25,2020-10-10,2020,10,10
Neelima Konda,"Lajpat Nagar, Delhi - 110071",Dressing Table,Black,Wood,Dressing Table,6,11,48114,773,5,1914,46442.65,2020-12-21,2020,12,21
Faras Chada,"Karol Bagh, Delhi - 110086",Chair,Black,Wood,Chair,3,16,8808,3029,15,5414,10061.45,2024-08-20,2024,8,20
Zilmil Shere,"Holambi, Delhi - 110021",Chair,Black,Iron,Chair,4,21,24412,992,15,8250,21593.4,2022-12-06,2022,12,6
Kiaan Divan,"Narela, Delhi - 110040",Sofa,Grey,Iron,Sofa,1,10,23599,541,5,1466,22933.0,2020-10-09,2020,10,9
Pooja Shanker,"Pitampura, Delhi - 110058",Mattress,Red,Wood,Mattress,4,21,25647,1820,20,2862,21973.6,2023-08-19,2023,8,19
Agastya Apte,"Dwarka, Delhi - 110011",Bed - Single Bed,Brown,Board,Bed,7,20,43480,2495,15,3490,39078.75,2020-11-14,2020,11,14
Nisha Sandal,"Singhu Border, Delhi - 110046",Dressing Table,Blue,Wood,Dressing Table,2,12,12830,2353,5,4751,14423.85,2022-06-11,2022,6,11
Jai Bhavsar,"Karol Bagh, Delhi - 110033",Dressing Table,Grey,Metal,Dressing Table,3,22,5509,3023,10,1349,7678.8,2022-06-29,2022,6,29
Omaja Mittal,"Shalimar Bagh, Delhi - 110084",Chair,Blue,Wood,Chair,3,12,40983,3848,10,3534,40347.9,2024-10-26,2024,10,26
Panini Raj,"Pitampura, Delhi - 110023",Bed - Double Bed,Red,Board,Bed,3,6,48018,4074,20,1912,41673.6,2023-08-06,2023,8,6
Amrita Chacko,"Lampur Border, Delhi - 110032",Bed - Double Bed,Green,Glass,Bed,4,8,6289,4083,20,8495,8297.6,2021-07-14,2021,7,14
Sara Rastogi,"Shalimar Bagh, Delhi - 110022",Cupboard,Blue,Metal,Cupboard,9,18,23286,4008,10,5698,24564.6,2022-02-18,2022,2,18
Ishanvi Shere,"Janakpuri, Delhi - 110029",Bed - Double Bed,Blue,Board,Bed,10,15,26678,4112,10,2558,27711.0,2022-10-02,2022,10,2
Brinda Mandal,"Saket, Delhi - 110034",Cooler,Brown,Glass,Cooler,7,14,47602,603,15,3295,40974.25,2022-06-27,2022,6,27
Lohit Dey,"Janakpuri, Delhi - 110053",Cupboard,Grey,Metal,Cupboard,6,26,33305,2730,20,2454,28828.0,2024-08-17,2024,8,17
Vidhi Vasa,"Janakpuri, Delhi - 110011",Chair,Grey,Wood,Chair,10,15,49460,2037,5,3607,48922.15,2023-04-16,2023,4,16
Advay Basu,"Alipur, Delhi - 110059",Mattress,Red,Metal,Mattress,5,19,44153,4895,10,4370,44143.2,2022-06-28,2022,6,28
Charles Sule,"Pranshant Vihar, Delhi - 110048",Mattress,Red,Metal,Mattress,6,23,9845,4270,10,9671,12703.5,2024-02-18,2024,2,18
Qasim Ramesh,"Pranshant Vihar, Delhi - 110067",Dressing Table,Green,Plastic,Dressing Table,10,23,22435,586,10,636,20718.9,2020-03-15,2020,3,15
Chaitaly Sood,"Lampur Border, Delhi - 110077",Chair,Grey,Iron,Chair,1,13,11640,2986,15,1425,12432.1,2024-06-09,2024,6,9
Adweta Vasa,"Saket, Delhi - 110048",Chair,Green,Iron,Chair,1,20,19741,717,15,6137,17389.3,2023-07-30,2023,7,30
Veer Oza,"Saket, Delhi - 110051",Chair,Yellow,Wood,Chair,9,21,36953,4155,15,3831,34941.8,2022-04-17,2022,4,17
Victor Jha,"Rohini, Delhi - 110070",Cupboard,Red,Glass,Cupboard,10,22,41955,946,5,6502,40755.95,2022-08-26,2022,8,26
Nandini Bali,"Dwarka, Delhi - 110037",Bed - Single Bed,Blue,Iron,Bed,4,21,47190,2046,5,1111,46774.2,2020-12-10,2020,12,10
Vasana Pathak,"Dwarka, Delhi - 110044",Chair,Blue,Glass,Chair,6,24,44289,777,5,4488,42812.7,2024-07-26,2024,7,26
Vasudha Buch,"Rohini, Delhi - 110010",Chair,Green,Plastic,Chair,10,26,31796,2738,20,6756,27627.2,2024-05-02,2024,5,2
Gunbir Dugar,"Dwarka, Delhi - 110093",Mandir,Brown,Board,Mandir,2,21,46860,4594,10,9242,46308.6,2021-08-25,2021,8,25
Harrison Kade,"Rohini, Delhi - 110036",Cupboard,Yellow,Metal,Cupboard,2,15,5981,3467,20,3866,7558.4,2024-03-26,2024,3,26
Jeremiah Rajagopalan,"Saket, Delhi - 110028",Chair,Blue,Plastic,Chair,8,14,40173,3892,5,4524,41861.75,2020-05-22,2020,5,22
Bhavika Raghavan,"Alipur, Delhi - 110068",Mattress,Blue,Board,Mattress,5,7,19390,3830,15,6422,19737.0,2020-05-16,2020,5,16
Qasim Kapur,"Janakpuri, Delhi - 110065",Cupboard,Black,Metal,Cupboard,2,21,39667,1125,5,6751,38752.4,2020-11-24,2020,11,24
Shaurya Batta,"Alipur, Delhi - 110093",Cooler,Yellow,Plastic,Cooler,8,23,28808,654,10,1495,26515.8,2024-03-04,2024,3,4
Saksham Acharya,"Pranshant Vihar, Delhi - 110044",Cooler,Grey,Glass,Cooler,4,14,39473,1575,10,4060,36943.2,2020-08-20,2020,8,20
Ekalinga Pal,"Saket, Delhi - 110043",Cooler,Grey,Board,Cooler,2,10,43112,2187,5,5091,43034.05,2020-02-24,2020,2,24
Veda Shenoy,"Pitampura, Delhi - 110038",Mattress,Yellow,Wood,Mattress,1,20,23749,1006,20,800,19804.0,2020-03-22,2020,3,22
Warhi Kuruvilla,"Rohini, Delhi - 110045",Mattress,Black,Metal,Mattress,2,15,25728,2529,20,1305,22605.6,2020-06-16,2020,6,16
Warda Jha,"Pranshant Vihar, Delhi - 110010",Dressing Table,White,Glass,Dressing Table,5,25,30865,3035,5,3285,32205.0,2021-11-07,2021,11,7
Kamala Baral,"Holambi, Delhi - 110068",Sofa,Brown,Board,Sofa,9,10,32570,2016,15,9337,29398.1,2020-03-07,2020,3,7
Ekavir Kaur,"Lampur Border, Delhi - 110005",Mandir,Blue,Board,Mandir,2,6,47384,4906,20,3765,41832.0,2023-05-22,2023,5,22
Lakshmi Pai,"Saket, Delhi - 110069",Chair,Brown,Glass,Chair,10,26,24352,3394,20,1189,22196.8,2020-03-08,2020,3,8
Ikshita Subramanian,"Narela, Delhi - 110033",Bed - Double Bed,Green,Glass,Bed,8,21,34286,3874,15,3788,32436.0,2021-08-15,2021,8,15
Elijah Nori,"Shalimar Bagh, Delhi - 110070",Dressing Table,Black,Metal,Dressing Table,3,10,6701,4964,15,8722,9915.25,2022-04-17,2022,4,17
Varsha Karpe,"Saket, Delhi - 110098",Sofa,Black,Wood,Sofa,10,23,14060,3669,20,3881,14183.2,2021-07-19,2021,7,19
Finn Salvi,"Alipur, Delhi - 110036",Mandir,Black,Iron,Mandir,5,9,20853,1391,15,6060,18907.4,2024-08-16,2024,8,16
Pooja Hora,"Rohini, Delhi - 110065",Sofa,Brown,Metal,Sofa,1,15,21816,1137,5,1470,21805.35,2022-01-29,2022,1,29
Ekiya Sheth,"Singhu Border, Delhi - 110015",Dressing Table,Blue,Wood,Dressing Table,5,13,40148,4232,5,4218,42161.0,2023-05-01,2023,5,1
Faraj Bir,"Saket, Delhi - 110006",Chair,Blue,Glass,Chair,3,12,21468,4800,15,8669,22327.8,2024-03-17,2024,3,17
Sudiksha Seth,"Saket, Delhi - 110057",Chair,Blue,Wood,Chair,10,27,19916,3389,5,7690,22139.75,2023-02-23,2023,2,23
Bahadurjit Chaudhuri,"Dwarka, Delhi - 110012",Sofa,White,Wood,Sofa,4,23,21588,4551,15,5048,22218.15,2021-01-25,2021,1,25
Jackson Bassi,"Shalimar Bagh, Delhi - 110060",Sofa,Brown,Wood,Sofa,6,9,11830,4709,15,6672,14058.15,2021-10-02,2021,10,2
Owen Sidhu,"Karol Bagh, Delhi - 110045",Bed - Single Bed,Blue,Metal,Bed,7,26,34438,2228,15,7245,31166.1,2020-02-11,2020,2,11
Arya Sawhney,"Saket, Delhi - 110050",Cooler,Yellow,Board,Cooler,5,14,40835,2555,15,4091,36881.5,2023-08-06,2023,8,6
Udarsh Shetty,"Dwarka, Delhi - 110046",Mandir,Yellow,Iron,Mandir,2,20,11301,647,5,3602,11350.6,2023-08-25,2023,8,25
Sachi Venkataraman,"Holambi, Delhi - 110020",Dressing Table,Blue,Plastic,Dressing Table,9,25,37289,848,15,6888,32416.45,2020-03-25,2020,3,25
Christopher Murthy,"Dwarka, Delhi - 110017",Mandir,Brown,Iron,Mandir,3,15,39510,1915,5,2879,39353.75,2023-07-14,2023,7,14
Bhavika Kumer,"Vasant Kunj, Delhi - 110061",Mattress,Yellow,Glass,Mattress,6,17,20158,4586,20,9842,19795.2,2024-01-19,2024,1,19
Yahvi Parsa,"Janakpuri, Delhi - 110079",Cupboard,Blue,Wood,Cupboard,6,17,46089,4764,5,5740,48310.35,2021-06-23,2021,6,23
Sanya Kannan,"Dwarka, Delhi - 110057",Cupboard,Black,Iron,Cupboard,10,11,34757,4513,10,8566,35343.0,2020-02-07,2020,2,7
Jeet Bahri,"Narela, Delhi - 110004",Sofa,White,Iron,Sofa,9,13,21494,3772,15,3404,21476.1,2023-03-25,2023,3,25
Nitesh Sampath,"Saket, Delhi - 110081",Cupboard,White,Wood,Cupboard,10,15,15734,1246,20,888,13584.0,2024-08-24,2024,8,24
Warhi Chaudhari,"Lampur Border, Delhi - 110084",Mandir,White,Wood,Mandir,7,17,17757,4633,20,6403,17912.0,2020-10-07,2020,10,7
Devika Dhawan,"Janakpuri, Delhi - 110077",Bed - Double Bed,Red,Wood,Bed,8,12,20139,4505,20,4699,19715.2,2022-12-03,2022,12,3
Gavin Kala,"Saket, Delhi - 110019",Mandir,Grey,Metal,Mandir,2,4,38721,2094,10,2309,36733.5,2024-05-18,2024,5,18
Tanveer Thakkar,"Saket, Delhi - 110074",Sofa,Grey,Plastic,Sofa,5,18,30819,3635,20,5657,27563.2,2023-07-10,2023,7,10
Ekantika Chauhan,"Narela, Delhi - 110047",Cupboard,Brown,Board,Cupboard,1,10,25703,4080,5,7641,28293.85,2022-11-26,2022,11,26
Sneha Arya,"Rohini, Delhi - 110071",Dressing Table,Green,Iron,Dressing Table,5,7,23558,2053,20,6633,20488.8,2022-12-24,2022,12,24
Rehaan Prabhu,"Holambi, Delhi - 110014",Sofa,Green,Iron,Sofa,9,20,33974,3546,5,3848,35644.0,2024-04-02,2024,4,2
Zayyan Gara,"Karol Bagh, Delhi - 110010",Cupboard,White,Plastic,Cupboard,10,15,39603,1654,10,2700,37131.3,2023-08-16,2023,8,16
Vivaan Pingle,"Holambi, Delhi - 110049",Mattress,Black,Board,Mattress,2,4,33965,4115,10,6048,34272.0,2021-09-02,2021,9,2
Tanay Batra,"Holambi, Delhi - 110007",Mattress,Blue,Board,Mattress,8,10,39233,2132,5,3314,39296.75,2020-03-29,2020,3,29
Onkar Comar,"Holambi, Delhi - 110039",Cupboard,Green,Metal,Cupboard,9,28,22593,3611,15,4263,22273.4,2020-03-16,2020,3,16
Shivansh Venkataraman,"Narela, Delhi - 110017",Mattress,Blue,Metal,Mattress,5,13,12869,3322,20,3765,12952.8,2021-02-01,2021,2,1
Amruta Biswas,"Rohini, Delhi - 110056",Dressing Table,Blue,Plastic,Dressing Table,6,22,44598,2300,5,2058,44553.1,2023-09-13,2023,9,13
Hemani Char,"Janakpuri, Delhi - 110020",Sofa,Green,Board,Sofa,7,10,45890,3157,20,993,39237.6,2020-09-16,2020,9,16
Balveer Yogi,"Karol Bagh, Delhi - 110034",Bed - Double Bed,Brown,Board,Bed,5,14,17892,4818,10,4899,20439.0,2020-09-08,2020,9,8
Reva Natarajan,"Shalimar Bagh, Delhi - 110006",Chair,White,Board,Chair,5,17,30413,2830,15,2141,28256.55,2023-02-06,2023,2,6
Advay Maharaj,"Pitampura, Delhi - 110073",Dressing Table,Green,Board,Dressing Table,4,10,42033,3361,5,3295,43124.3,2020-09-30,2020,9,30
Zaitra Banik,"Lajpat Nagar, Delhi - 110027",Mandir,Yellow,Plastic,Mandir,1,9,6876,2575,5,7919,8978.45,2021-07-23,2021,7,23
Eiravati Butala,"Holambi, Delhi - 110048",Bed - Double Bed,Green,Iron,Bed,4,13,48633,521,15,5776,41780.9,2023-12-18,2023,12,18
Aashi Narain,"Janakpuri, Delhi - 110067",Chair,Brown,Wood,Chair,8,12,34397,4650,5,9765,37094.65,2020-06-15,2020,6,15
Wriddhish Grover,"Pitampura, Delhi - 110033",Bed - Single Bed,White,Plastic,Bed,2,18,44443,2656,20,5054,37679.2,2024-09-25,2024,9,25
Samuel Kalla,"Singhu Border, Delhi - 110052",Cupboard,White,Wood,Cupboard,9,24,12988,1925,5,4709,14167.35,2020-04-25,2020,4,25
Nirja Toor,"Dwarka, Delhi - 110021",Dressing Table,Grey,Wood,Dressing Table,3,23,31548,2584,15,2353,29012.2,2023-11-08,2023,11,8
Warjas Sura,"Rohini, Delhi - 110029",Cupboard,White,Iron,Cupboard,7,19,42065,1373,10,5323,39094.2,2023-08-28,2023,8,28
Anusha Kunda,"Dwarka, Delhi - 110031",Bed - Double Bed,Grey,Metal,Bed,4,13,38503,1977,5,1020,38456.0,2023-10-16,2023,10,16
Yoshita Master,"Holambi, Delhi - 110015",Cupboard,Brown,Metal,Cupboard,9,29,10802,4698,5,9510,14725.0,2023-05-26,2023,5,26
Bishakha Das,"Dwarka, Delhi - 110038",Chair,Grey,Wood,Chair,5,11,39006,1125,10,7661,36117.9,2022-10-23,2022,10,23
Qushi Narang,"Rohini, Delhi - 110063",Mandir,Brown,Metal,Mandir,10,12,11897,4952,5,9021,16006.55,2021-05-21,2021,5,21
Jalsa Thakkar,"Karol Bagh, Delhi - 110017",Bed - Single Bed,White,Glass,Bed,2,14,21084,3880,5,4339,23715.8,2021-02-21,2021,2,21
Harinakshi Misra,"Pitampura, Delhi - 110028",Cooler,Blue,Metal,Cooler,1,13,24873,2981,20,7022,22283.2,2021-08-10,2021,8,10
Jagrati Wason,"Lampur Border, Delhi - 110088",Mandir,Blue,Board,Mandir,4,19,25584,3889,20,6036,23578.4,2021-12-13,2021,12,13
Sanaya Shanker,"Holambi, Delhi - 110030",Mattress,White,Glass,Mattress,3,18,14126,4184,15,4358,15563.5,2024-08-19,2024,8,19
Balvan Dhingra,"Holambi, Delhi - 110059",Cooler,Blue,Plastic,Cooler,8,10,30484,4744,20,5780,28182.4,2020-02-20,2020,2,20
Gaurav Ratta,"Pitampura, Delhi - 110099",Sofa,Blue,Iron,Sofa,10,20,21159,1037,15,8692,18866.6,2024-06-18,2024,6,18
Ansh Mishra,"Vasant Kunj, Delhi - 110040",Mattress,Yellow,Wood,Mattress,10,11,47392,3469,20,3983,40688.8,2024-10-15,2024,10,15
George Kale,"Shalimar Bagh, Delhi - 110042",Bed - Single Bed,Black,Plastic,Bed,3,17,5327,1476,5,4661,6462.85,2023-06-14,2023,6,14
Sanaya Kara,"Shalimar Bagh, Delhi - 110057",Sofa,Yellow,Board,Sofa,10,11,31804,1904,10,4314,30337.2,2022-08-22,2022,8,22
Prisha Das,"Janakpuri, Delhi - 110074",Mattress,Red,Wood,Mattress,10,22,9355,1121,10,8530,9428.4,2020-02-20,2020,2,20
Daksh Gera,"Pranshant Vihar, Delhi - 110031",Mattress,Black,Glass,Mattress,8,28,36163,1989,10,8084,34336.8,2021-02-24,2021,2,24
Vasatika Mohanty,"Holambi, Delhi - 110056",Mattress,Red,Wood,Mattress,6,16,17366,2004,5,1100,18401.5,2022-05-01,2022,5,1
Brinda Khalsa,"Lajpat Nagar, Delhi - 110029",Bed - Double Bed,Black,Metal,Bed,10,25,18857,2240,10,2068,18987.3,2021-11-01,2021,11,1
Odika Radhakrishnan,"Lajpat Nagar, Delhi - 110010",Cooler,Brown,Metal,Cooler,2,13,46149,3803,10,7432,44956.8,2023-10-09,2023,10,9
Abdul Sampath,"Alipur, Delhi - 110003",Mattress,Yellow,Plastic,Mattress,8,20,19528,2784,5,4690,21196.4,2021-07-05,2021,7,5
Caleb Kade,"Pranshant Vihar, Delhi - 110005",Mandir,Blue,Plastic,Mandir,4,11,5206,2846,10,5231,7246.8,2024-02-10,2024,2,10
Kevin Parsa,"Holambi, Delhi - 110018",Chair,Blue,Glass,Chair,3,4,26695,3164,5,1825,28366.05,2022-08-16,2022,8,16
Frederick D’Alia,"Narela, Delhi - 110052",Mandir,Brown,Plastic,Mandir,6,15,14546,906,5,1021,14679.4,2023-03-20,2023,3,20
Hardik Brar,"Singhu Border, Delhi - 110018",Dressing Table,Blue,Board,Dressing Table,3,22,8135,2113,15,5981,8710.8,2024-05-11,2024,5,11
Odika Prashad,"Lajpat Nagar, Delhi - 110087",Mandir,Red,Board,Mandir,10,18,28199,962,20,5802,23328.8,2024-05-09,2024,5,9
Brijesh Gandhi,"Vasant Kunj, Delhi - 110007",Cooler,White,Wood,Cooler,1,7,12916,670,10,1764,12227.4,2024-04-28,2024,4,28
Krishna Mahal,"Pitampura, Delhi - 110019",Sofa,Red,Plastic,Sofa,3,7,17936,1024,10,5303,17064.0,2023-05-18,2023,5,18
George Sinha,"Saket, Delhi - 110047",Dressing Table,Blue,Glass,Dressing Table,5,6,11306,3083,5,8745,13669.55,2020-10-29,2020,10,29
Wahab Kade,"Vasant Kunj, Delhi - 110074",Bed - Double Bed,Brown,Wood,Bed,4,5,10295,1256,5,5946,10973.45,2020-04-18,2020,4,18
Abha Sandhu,"Lajpat Nagar, Delhi - 110099",Cooler,White,Board,Cooler,8,27,37566,4223,10,9879,37610.1,2020-05-06,2020,5,6
Dev De,"Lajpat Nagar, Delhi - 110057",Mattress,Grey,Iron,Mattress,6,15,30433,3811,5,3465,32531.8,2023-07-07,2023,7,7
Abeer Wason,"Vasant Kunj, Delhi - 110022",Cupboard,Green,Iron,Cupboard,8,18,36727,1980,20,5436,30965.6,2024-05-12,2024,5,12
Shaurya Khanna,"Pranshant Vihar, Delhi - 110026",Sofa,Blue,Glass,Sofa,8,21,11935,4711,20,3995,13316.8,2020-10-18,2020,10,18
Hemal Borde,"Karol Bagh, Delhi - 110071",Cooler,Black,Glass,Cooler,3,22,38340,3096,20,7234,33148.8,2024-12-02,2024,12,2
Gaurika Ramesh,"Holambi, Delhi - 110034",Cooler,Brown,Glass,Cooler,7,20,12265,1179,5,6604,12771.8,2023-12-12,2023,12,12
Aarush Shanker,"Alipur, Delhi - 110014",Cooler,Green,Board,Cooler,10,17,48521,1016,15,1188,42106.45,2022-08-16,2022,8,16
Saanvi Dash,"Janakpuri, Delhi - 110034",Bed - Double Bed,Grey,Plastic,Bed,10,16,46314,4620,5,7762,48387.3,2021-02-18,2021,2,18
Lopa Murthy,"Rohini, Delhi - 110041",Cupboard,Red,Iron,Cupboard,4,18,9380,2496,5,5143,11282.2,2021-08-31,2021,8,31
Manthan Halder,"Dwarka, Delhi - 110011",Cupboard,Black,Glass,Cupboard,4,23,26154,714,5,3733,25524.6,2020-11-26,2020,11,26
Harsh Chada,"Pitampura, Delhi - 110067",Dressing Table,Green,Iron,Dressing Table,6,9,44641,4547,10,6054,44269.2,2023-04-15,2023,4,15
Onkar Varty,"Singhu Border, Delhi - 110039",Cupboard,Red,Metal,Cupboard,8,23,9611,1322,15,5969,9293.05,2021-02-10,2021,2,10
Irya Dalal,"Narela, Delhi - 110049",Cooler,Yellow,Glass,Cooler,5,20,29743,4765,20,1766,27606.4,2020-03-01,2020,3,1
Sathvik Wason,"Janakpuri, Delhi - 110059",Cupboard,Green,Iron,Cupboard,8,17,43014,3741,15,8013,39741.75,2020-04-16,2020,4,16
Warjas Narain,"Shalimar Bagh, Delhi - 110082",Dressing Table,Blue,Plastic,Dressing Table,9,21,46270,540,20,9228,37448.0,2020-11-25,2020,11,25
Frederick De,"Pitampura, Delhi - 110080",Cupboard,Grey,Metal,Cupboard,3,8,18116,2918,20,3609,16827.2,2022-11-26,2022,11,26
Vidhi Vala,"Dwarka, Delhi - 110020",Cupboard,Brown,Plastic,Cupboard,7,20,47113,3901,20,8714,40811.2,2022-06-22,2022,6,22
Qadim Nagy,"Shalimar Bagh, Delhi - 110026",Bed - Single Bed,Black,Metal,Bed,10,18,20940,4666,5,7800,24325.7,2022-03-16,2022,3,16
Harshil Narula,"Vasant Kunj, Delhi - 110087",Mandir,Black,Wood,Mandir,6,19,8184,3145,10,4461,10196.1,2022-10-23,2022,10,23
Vasudha Dutta,"Lajpat Nagar, Delhi - 110092",Cooler,Blue,Metal,Cooler,4,16,34877,2927,10,7694,34023.6,2021-10-31,2021,10,31
Anita Sheth,"Shalimar Bagh, Delhi - 110012",Dressing Table,Black,Glass,Dressing Table,2,16,32282,2708,5,7137,33240.5,2021-11-26,2021,11,26
Vritti Pai,"Holambi, Delhi - 110040",Sofa,Grey,Iron,Sofa,6,17,30146,4347,15,6040,29319.05,2021-07-25,2021,7,25
Qushi Chana,"Alipur, Delhi - 110076",Mandir,Red,Plastic,Mandir,4,14,42062,2626,20,5881,35750.4,2023-04-24,2023,4,24
Vritti Sama,"Shalimar Bagh, Delhi - 110076",Cooler,Black,Board,Cooler,4,22,48450,2641,10,9464,45981.9,2022-02-26,2022,2,26
Rachita Tak,"Pranshant Vihar, Delhi - 110080",Cooler,Yellow,Board,Cooler,9,26,30117,3607,10,8808,30351.6,2020-08-13,2020,8,13
Vedhika Ramesh,"Rohini, Delhi - 110072",Dressing Table,Green,Board,Dressing Table,10,23,29549,1313,10,9711,27775.8,2024-06-19,2024,6,19
Aryan Kannan,"Pranshant Vihar, Delhi - 110041",Mandir,White,Iron,Mandir,5,24,5696,2905,10,4101,7740.9,2020-06-20,2020,6,20
Ridhi Majumdar,"Narela, Delhi - 110021",Bed - Double Bed,Yellow,Plastic,Bed,9,27,27948,2190,10,7616,27124.2,2024-10-30,2024,10,30
Pranit Nagar,"Saket, Delhi - 110072",Bed - Double Bed,White,Plastic,Bed,2,11,44071,1668,5,6665,43452.05,2023-02-16,2023,2,16
Gunbir Krish,"Janakpuri, Delhi - 110080",Dressing Table,Red,Iron,Dressing Table,3,8,32242,4159,10,2703,32760.9,2022-07-16,2022,7,16
Orinder Batta,"Dwarka, Delhi - 110043",Sofa,Yellow,Board,Sofa,7,17,33292,4448,10,8629,33966.0,2022-02-21,2022,2,21
Kamya Goyal,"Pranshant Vihar, Delhi - 110032",Dressing Table,Blue,Wood,Dressing Table,4,17,14765,4481,10,4957,17321.4,2023-05-10,2023,5,10
